date,type,address,city,zip,price,beds,baths,neighborhood,sqft,lotsize,year,hoa,url,mls,latitude,longitude,dist
November-15-2022,singlefamily,94 Larchwood Dr,Cambridge,2138,2700000,4,2.5,Larches,2630,7799,1928,NA,https://www.redfin.com/MA/Cambridge/94-Larchwood-Dr-02138/home/11592122,73039193,42.3786518,-71.1464066,2.322902695
October-21-2022,singlefamily,7 Chetwynd Rd,Cambridge,2140,4450000,4,3.5,Avon Hill,3547,3614,1928,NA,https://www.redfin.com/MA/Cambridge/7-Chetwynd-Rd-02140/home/11584530,73045520,42.386305,-71.1283497,1.609778906
April-18-2023,singlefamily,2 Parkway Ter,Cambridge,2138,2905000,5,3.5,Cambridge,2640,8744,1930,NA,https://www.redfin.com/MA/Cambridge/2-Parkway-Ter-02138/home/11591655,73084837,42.3773729,-71.1410685,1.862802878
April-27-2023,multifamily,31-33 College Hill Rd,Somerville,2144,1295000,5,2,West Somerville,2653,3530,1930,NA,https://www.redfin.com/MA/Somerville/31-College-Hill-Rd-02144/home/8686319,73077534,42.4091705,-71.1286201,4.037908479
April-4-2023,condo,3 Crawford St #9,Cambridge,2139,625000,1,1,Mid Cambridge,590,NA,1930,422,https://www.redfin.com/MA/Cambridge/3-Crawford-St-02139/unit-9/home/11564955,73087593,42.3713281,-71.1072863,0.995985783
April-7-2023,condo,77 Liberty Ave #8,Somerville,2144,575000,2,1,Davis Square,716,NA,1930,243,https://www.redfin.com/MA/Somerville/77-Liberty-Ave-02144/unit-8/home/8695112,73075311,42.3984738,-71.1169884,2.773874318
August-10-2023,condo,20 Garrison Ave #3,Somerville,2144,578500,2,1,West Somerville,891,NA,1930,155,https://www.redfin.com/MA/Somerville/20-Garrison-Ave-02144/unit-3/home/8753466,73119623,42.4045921,-71.1308553,3.585075409
August-16-2023,singlefamily,40 Corinthian Rd,Somerville,2144,1150000,3,1,Davis Square,1357,2071,1930,NA,https://www.redfin.com/MA/Somerville/40-Corinthian-Rd-02144/home/11649698,73128443,42.4004082,-71.1238006,3.010265149
February-17-2023,condo,48 Garrison Ave #48,Somerville,2144,955000,3,2.5,Davis Square,2232,NA,1930,238,https://www.redfin.com/MA/Somerville/48-Garrison-Ave-02144/unit-48/home/170950614,73066846,42.4039909,-71.1317637,3.542124467
January-27-2023,townhouse,24 Princeton St #1,Somerville,2144,1052000,3,2.5,Somerville,1790,NA,1930,200,https://www.redfin.com/MA/Somerville/24-Princeton-St-02144/unit-1/home/183044091,73061128,42.3929774,-71.1076363,2.350765699
January-30-2023,townhouse,24 Princeton St #2,Somerville,2145,1190000,3,2,Magoun Square,1790,NA,1930,200,https://www.redfin.com/MA/Somerville/24-Princeton-St-02144/unit-2/home/183325608,73064642,42.3929772,-71.1076367,2.350732197
July-10-2023,condo,27 Prince St Unit 3R,Cambridge,2139,1025000,2,2,Cambridgeport,960,NA,1930,211,https://www.redfin.com/MA/Cambridge/27-Prince-St-02139/unit-3R/home/40324284,73120373,42.360784,-71.1103385,1.594641993
June-21-2023,condo,111 Boston Ave #1,Somerville,2144,783000,2,1,Ball Square,1112,NA,1930,176,https://www.redfin.com/MA/Somerville/111-Boston-Ave-02144/unit-1/home/156016202,73109997,42.3981579,-71.1101528,2.82890222
June-28-2023,multifamily,31-33 Richard Ave,Cambridge,2140,1610000,5,2,North Cambridge,2565,3647,1930,NA,https://www.redfin.com/MA/Cambridge/31-Richard-Ave-02140/home/185389044,73110243,42.4009832,-71.1332383,3.265355598
June-29-2023,condo,3 Crawford St #12,Cambridge,2139,605000,1,1,Cambridge,590,NA,1930,422,https://www.redfin.com/MA/Cambridge/3-Crawford-St-02139/unit-12/home/11564996,73107174,42.3713281,-71.1072863,0.995985783
June-30-2023,singlefamily,171 Fayerweather St,Cambridge,2138,1900000,2,3,Cambridge,1550,2960,1930,NA,https://www.redfin.com/MA/Cambridge/171-Fayerweather-St-02138/home/11593895,73112954,42.3854781,-71.1352393,1.879259804
June-6-2023,condo,4 Cambridge Ter #2,Cambridge,2140,1100000,2,2,Cambridge,1162,NA,1930,362,https://www.redfin.com/MA/Cambridge/4-Cambridge-Ter-02140/unit-2/home/21863212,73098132,42.3881561,-71.122321,1.643228132
June-7-2023,multifamily,35 Blakeslee St,Cambridge,2138,3115000,6,6,Cambridge,4338,4198,1930,NA,https://www.redfin.com/MA/Cambridge/35-Blakeslee-St-02138/home/11589826,73109980,42.3809359,-71.1352424,1.565543838
May-12-2023,condo,52 Victoria St Unit B,Somerville,2144,695000,3,1,Somerville,1026,NA,1930,210,https://www.redfin.com/MA/Somerville/52-Victoria-St-02144/unit-B/home/8754196,73102816,42.404192,-71.1325097,3.582053727
November-17-2022,condo,268 River St #3,Cambridge,2139,680000,1,1,Cambridge,680,NA,1930,198,https://www.redfin.com/MA/Cambridge/268-River-St-02139/unit-3/home/11600896,73044657,42.362431,-71.112449,1.355051307
October-21-2022,condo,5 Arlington St #32,Cambridge,2140,650000,1,1,Cambridge,583,NA,1930,464,https://www.redfin.com/MA/Cambridge/5-Arlington-St-02140/unit-32/home/11578415,73035141,42.3866457,-71.1201804,1.455480879
September-11-2023,condo,1 Crawford St #12,Cambridge,2139,569000,1,1,Mid Cambridge,600,NA,1930,429,https://www.redfin.com/MA/Cambridge/1-Crawford-St-02139/unit-12/home/11564989,73143721,42.3710542,-71.1070928,1.01943983
November-18-2022,singlefamily,5 Channing St,Cambridge,2138,2975000,4,3,West Cambridge,2375,7233,1935,NA,https://www.redfin.com/MA/Cambridge/5-Channing-St-02138/home/11591325,73042041,42.3762087,-71.1359596,1.424624311
December-6-2022,singlefamily,15 Hutchinson St,Cambridge,2138,1500000,3,1,Cambridge,1296,2463,1939,NA,https://www.redfin.com/MA/Cambridge/15-Hutchinson-St-02138/home/11589570,73049986,42.3824919,-71.1342801,1.599580971
May-19-2023,condo,1716 Cambridge St #15,Cambridge,2139,732000,2,1,Harvard Square,940,NA,1940,450,https://www.redfin.com/MA/Cambridge/1716-Cambridge-St-02138/unit-15/home/11571394,73100115,42.3749936,-71.11259,0.549499967
December-21-2022,singlefamily,109 Sunnyside Ave,Arlington,2474,560000,2,1.5,East Arlington,1001,3088,1947,NA,https://www.redfin.com/MA/Arlington/109-Sunnyside-Ave-02474/home/8411283,73061993,42.4115038,-71.1334064,4.382514508
May-26-2023,condo,309 Washington St #1,Somerville,2143,765000,2,2,Somerville,835,NA,1947,175,https://www.redfin.com/MA/Somerville/309-Washington-St-02143/unit-1/home/184584148,73083361,42.3795495,-71.1002587,1.677472239
August-28-2023,singlefamily,28 Betts Rd,Belmont,2478,1250000,3,3,Belmont,1913,7509,1948,NA,https://www.redfin.com/MA/Belmont/28-Betts-Rd-02478/home/8427031,73125177,42.3841169,-71.1606565,3.620041579
April-18-2023,condo,24 Adams St #5,Somerville,2145,1405000,3,2,Magoun Square,2443,NA,1950,304,https://www.redfin.com/MA/Somerville/24-Adams-St-02145/unit-5/home/184777566,73087005,42.3941559,-71.1009563,2.727163176
June-6-2023,condo,75 Walnut St #1,Somerville,2143,1028000,3,2.5,Prospect Hill,1518,NA,1950,200,https://www.redfin.com/MA/Somerville/75-Walnut-St-02143/unit-1/home/184765956,73106851,42.3846315,-71.0943185,2.372199665
November-21-2022,condo,10 Roberts St #11,Somerville,2145,374900,1,1,Magoun Square,552,NA,1950,309,https://www.redfin.com/MA/Somerville/10-Roberts-St-02145/unit-11/home/8748523,73044593,42.3958993,-71.1067492,2.678941819
January-19-2023,singlefamily,125 Jackson St,Cambridge,2140,1350000,3,2.5,Cambridge,1350,5999,1953,NA,https://www.redfin.com/MA/Cambridge/125-Jackson-St-02140/home/11580937,73059721,42.397023,-71.1350805,2.923513865
October-12-2022,condo,100 Erie St #8,Cambridge,2139,1075000,1,2.5,Cambridgeport,1307,NA,1956,369,https://www.redfin.com/MA/Cambridge/100-Erie-St-02139/unit-8/home/181898584,73039856,42.3588313,-71.1057583,1.972066939
April-11-2023,condo,1643 Cambridge St #44,Cambridge,2138,550000,1,1,Mid Cambridge,540,NA,1960,366,https://www.redfin.com/MA/Cambridge/1643-Cambridge-St-02138/unit-44/home/11572071,73088254,42.3750315,-71.1097208,0.779564757
March-1-2023,condo,221 Mount Auburn St #603,Cambridge,2138,3375000,3,3,Cambridge,1790,NA,1960,2984,https://www.redfin.com/MA/Cambridge/221-Mount-Auburn-St-02138/unit-603/home/11377888,73068015,42.3749459,-71.1301452,0.92872562
July-20-2023,condo,231 Coolidge Ave #409,Watertown,2472,410000,1,1,Watertown,638,NA,1962,427,https://www.redfin.com/MA/Watertown/231-Coolidge-Ave-02472/unit-409/home/11702832,73113810,42.3659531,-71.1445267,2.265432958
July-18-2023,condo,474 Broadway #44,Somerville,2145,472500,1,1,Magoun Square,690,NA,1965,390,https://www.redfin.com/MA/Somerville/474-Broadway-02145/unit-44/home/8709300,73117989,42.3966914,-71.1031244,2.882973725
June-29-2023,condo,2 Arizona Ter #4,Arlington,2474,320000,1,1,Arlington,582,NA,1965,355,https://www.redfin.com/MA/Arlington/2-Arizona-Ter-02474/unit-4/home/8412040,73122674,42.413249,-71.133487,4.571579133
May-31-2023,condo,474 Broadway #49,Somerville,2145,553000,2,1,Magoun Square,878,NA,1965,448,https://www.redfin.com/MA/Somerville/474-Broadway-02145/unit-49/home/8744642,73098708,42.3966914,-71.1031244,2.882973725
October-18-2022,condo,329 Harvard St #5,Cambridge,2139,520000,1,1,Cambridge,596,NA,1965,334,https://www.redfin.com/MA/Cambridge/329-Harvard-St-02139/unit-5/home/11564497,72995254,42.370664,-71.1080461,0.958315249
September-1-2023,condo,29 Concord Ave #312,Cambridge,2138,579000,1,1,Harvard Square,515,NA,1965,412,https://www.redfin.com/MA/Cambridge/29-Concord-Ave-02138/unit-312/home/11586396,73146400,42.3796786,-71.1256782,0.871480868
September-15-2023,condo,29 Concord Ave #512,Cambridge,2138,530000,1,1,Harvard Square,532,NA,1965,421,https://www.redfin.com/MA/Cambridge/29-Concord-Ave-02138/unit-512/home/11586479,73152701,42.3796786,-71.1256782,0.871480868
May-30-2023,condo,27 Homer Ave #25,Cambridge,2138,460000,1,1,Cambridge,615,NA,1970,295,https://www.redfin.com/MA/Cambridge/27-Homer-Ave-02138/unit-25/home/11592381,73096692,42.375861,-71.147794,2.381287471
October-12-2022,condo,19 Chauncy St Unit 5B,Cambridge,2138,1040000,2,2,Harvard Square,1180,NA,1972,713,https://www.redfin.com/MA/Cambridge/19-Chauncy-St-02138/unit-5B/home/11586008,73033192,42.3797538,-71.1226232,0.747029748
July-27-2023,condo,47 Lopez St #5,Cambridge,2139,745000,2,1,Cambridgeport,905,NA,1974,408,https://www.redfin.com/MA/Cambridge/47-Lopez-St-02139/unit-5/home/11559084,73125673,42.3618834,-71.1050257,1.73843178
May-30-2023,condo,76 Garfield St #4,Cambridge,2138,960000,3,1.5,Agassiz,1069,NA,1975,620,https://www.redfin.com/MA/Cambridge/76-Garfield-St-02138/unit-4/home/11574417,73097059,42.3835613,-71.1165459,1.127100721
February-24-2023,singlefamily,125 Oxford Unit B,Cambridge,2140,1206000,3,2,between Harvard Square Porter Square two blocks of Mass Ave,1370,1486,1976,NA,https://www.redfin.com/MA/Cambridge/125-Oxford-St-02140/unit-B/home/11574379,73066475,42.3847862,-71.1163289,1.264465742
July-27-2023,townhouse,16 Remington St #6,Cambridge,2138,1688000,3,2,Cambridge,1670,NA,1977,760,https://www.redfin.com/MA/Cambridge/16-Remington-St-02138/unit-6/home/39599296,73109322,42.3714114,-71.1131003,0.542928023
October-24-2022,singlefamily,36 Irving St Unit R,Cambridge,2138,1350000,2,2,Harvard Square,1357,1993,1977,NA,https://www.redfin.com/MA/Cambridge/36-Irving-St-02138/unit-R/home/11572847,73036883,42.3763698,-71.1105249,0.762125046
August-14-2023,condo,390 Broadway #54,Somerville,2145,383304,1,1,Winter Hill,643,NA,1978,459,https://www.redfin.com/MA/Somerville/390-Broadway-02145/unit-54/home/8714808,73134056,42.3946325,-71.0980208,2.908179641
October-13-2022,condo,1580 Massachusetts Ave Unit 3G,Cambridge,2138,900000,2,2,Harvard Square,942,NA,1978,495,https://www.redfin.com/MA/Cambridge/1580-Massachusetts-Ave-02138/unit-3G/home/11576445,73033213,42.3792292,-71.120629,0.640798677
October-27-2022,condo,44 Concord Ave #304,Cambridge,2138,704000,1,1,Harvard Square,754,NA,1979,381,https://www.redfin.com/MA/Cambridge/44-Concord-Ave-02138/unit-304/home/11588432,73039205,42.3802652,-71.1279021,1.042318777
August-15-2023,condo,321 Harvard St #210,Cambridge,2139,611000,1,1.5,Cambridge,667,NA,1980,416,https://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-210/home/11564782,73126413,42.3704059,-71.1074026,1.017904556
July-27-2023,singlefamily,77 Knowlton St,Somerville,2145,805000,2,1.5,East Somerville,1008,3560,1980,NA,https://www.redfin.com/MA/Somerville/77-Knowlton-St-02145/home/8749748,73118848,42.3832986,-71.0860476,2.916925564
July-7-2023,condo,321 Harvardst #101,Cambridge,2139,850000,2,1.5,Cambridge,828,NA,1980,464,https://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-101/home/11564753,73117077,42.3704059,-71.1074026,1.017904556
October-20-2022,condo,321 Harvard St #304,Cambridge,2139,810000,2,1.5,Mid Cambridge,820,NA,1980,455,https://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-304/home/11564793,73030791,42.3704059,-71.1074026,1.017904556
April-24-2023,townhouse,1 Richdale Ave #3,Cambridge,2140,936000,2,2.5,Porter Square,1306,NA,1981,413,https://www.redfin.com/MA/Cambridge/1-Richdale-Ave-02140/unit-3/home/11578770,73085814,42.3883813,-71.1210386,1.653963691
November-30-2022,townhouse,49 Fresh Pond Pl #49,Cambridge,2138,810000,2,2.5,Cambridge,1475,NA,1981,444,https://www.redfin.com/MA/Cambridge/49-Fresh-Pond-Pl-02138/unit-49/home/21506557,73040118,42.3797865,-71.1536104,2.928319208
October-28-2022,singlefamily,241 Cardinal Medeiros Ave,Cambridge,2141,1600000,3,2,Cambridge,1872,2523,1981,NA,https://www.redfin.com/MA/Cambridge/241-Cardinal-Medeiros-Ave-02141/home/11555102,73036954,42.3680349,-71.090984,2.385940944
April-26-2023,townhouse,38A Warwick St Unit 38A,Somerville,2145,937000,3,1.5,Somerville,1175,NA,1982,233,https://www.redfin.com/MA/Somerville/38A-Warwick-St-02145/unit-38A/home/23466768,73085588,42.3941313,-71.1089458,2.430456518
April-28-2023,townhouse,6 Sherman St Unit 6A,Cambridge,2138,861000,2,1.5,Cambridge,1060,NA,1982,411,https://www.redfin.com/MA/Cambridge/6-Sherman-St-02138/unit-6A/home/184895438,73093349,42.3844621,-71.1294732,1.48451877
December-9-2022,singlefamily,16 Cottage St,Cambridge,2139,1525000,3,1.5,Cambridgeport,1800,2163,1982,NA,https://www.redfin.com/MA/Cambridge/16-Cottage-St-02139/home/11561330,73054439,42.3627008,-71.1062594,1.603154231
June-15-2023,condo,1600 Massachusetts Ave #805,Cambridge,2138,971000,2,2,Cambridge,1114,NA,1982,624,https://www.redfin.com/MA/Cambridge/1600-Massachusetts-Ave-02138/unit-805/home/11576692,73104510,42.3796735,-71.1203956,0.685770578
March-9-2023,singlefamily,184 Appleton St,Cambridge,2138,1780000,2,2.5,Cambridge,1235,2868,1982,NA,https://www.redfin.com/MA/Cambridge/184-Appleton-St-02138/home/184068681,73074925,42.3822496,-71.1330845,1.506181083
November-18-2022,condo,14 Boston St Unit 1A,Somerville,2145,525555,2,1,Prospect Hill,939,NA,1982,400,https://www.redfin.com/MA/Somerville/14-Boston-St-02143/unit-1A/home/137678515,73052538,42.380464,-71.091061,2.421277751
November-18-2022,singlefamily,45-5 Cogswell Ave,Cambridge,2140,950000,2,1,Cambridge,1100,2019,1982,NA,https://www.redfin.com/MA/Cambridge/45-Cogswell-Ave-02140/home/180881695,73044758,42.3902041,-71.1261332,1.939194543
December-13-2022,condo,975 Memorial #908,Cambridge,2138,3200000,2,2,Harvard Square,1346,NA,1986,2403,https://www.redfin.com/MA/Cambridge/975-Memorial-Dr-02138/unit-908/home/11574898,73056387,42.3716048,-71.1236381,0.441391191
July-21-2023,condo,4 Canal Park #108,Cambridge,2141,777500,1,1,Cambridge,750,NA,1986,663,https://www.redfin.com/MA/Cambridge/4-Canal-Park-02141/unit-108/home/11550111,73125632,42.3695182,-71.0749959,3.647386724
May-24-2023,condo,170 Gore #203,Cambridge,2141,808000,2,2,East Cambridge,972,NA,1986,610,https://www.redfin.com/MA/Cambridge/170-Gore-St-02141/unit-203/home/11553910,73097612,42.3726509,-71.0862217,2.697746288
October-31-2022,townhouse,54 Trowbridge St Unit E,Cambridge,2138,1576000,3,2,Harvard Square,1524,NA,1986,444,https://www.redfin.com/MA/Cambridge/54-Trowbridge-St-02138/unit-E/home/11571052,73039318,42.372599,-71.1107331,0.688938704
April-19-2023,condo,622 Boston Ave Unit 7F,Medford,2155,586000,2,2,Tufts University,1014,NA,1987,409,https://www.redfin.com/MA/Medford/622-Boston-Ave-02155/unit-7F/home/101389518,73084603,42.4013413,-71.1125324,3.133597857
November-18-2022,townhouse,95 Winslow Ave #95,Somerville,2144,951000,3,2,Davis Square,1192,NA,1987,553,https://www.redfin.com/MA/Somerville/95-Winslow-Ave-02144/unit-95/home/77494068,73042045,42.3959387,-71.1181497,2.487715364
July-21-2023,singlefamily,14C Bellis Cir,Cambridge,2140,1778000,4,2.5,North Cambridge,1949,2420,1988,NA,https://www.redfin.com/MA/Cambridge/14C-Bellis-Cir-02140/home/187132261,73128097,42.3894262,-71.1335449,2.129377713
June-1-2023,condo,326-340 Franklin St #301,Cambridge,2139,950000,2,2,Riverside,1075,NA,1988,495,https://www.redfin.com/MA/Cambridge/326-340-Franklin-St-02139/unit-301/home/11568318,73098189,42.365695,-71.107619,1.284718691
April-28-2023,condo,65 Beacon St #305,Somerville,2143,930000,2,2,Somerville,1044,NA,1989,463,https://www.redfin.com/MA/Somerville/65-Beacon-St-02143/unit-305/home/40241025,73089976,42.3764571,-71.103676,1.29971798
June-2-2023,condo,65 Beacon St #303,Somerville,2143,925000,2,2,Somerville,1000,NA,1989,450,https://www.redfin.com/MA/Somerville/65-Beacon-St-02143/unit-303/home/40225864,73085459,42.3764571,-71.103676,1.29971798
June-30-2023,condo,10 Rogers St #205,Cambridge,2142,769000,1,1,Kendall Square,760,NA,1989,544,https://www.redfin.com/MA/Cambridge/10-Rogers-St-02142/unit-205/home/11550557,73115766,42.3657007,-71.0776795,3.510296849
November-10-2022,condo,75-83 Cambridge Pkwy Unit W1103,Cambridge,2142,810000,1,1,Cambridge,785,NA,1989,622,https://www.redfin.com/MA/Cambridge/75-83-Cambridge-Pkwy-02142/unit-W1103/home/11551485,73035165,42.3643818,-71.0769379,3.608388874
October-27-2022,multifamily,75 North St,Somerville,2144,1512500,6,3,Somerville,3114,4133,1993,NA,https://www.redfin.com/MA/Somerville/75-North-St-02144/home/8686113,73031191,42.4081384,-71.1295347,3.941146786
March-20-2023,condo,143 Pleasant St #382,Cambridge,2139,122794,2,1,Cambridge,995,NA,1994,291,https://www.redfin.com/MA/Cambridge/143-Pleasant-St-02139/unit-382/home/11569360,73074770,42.360375,-71.1126878,1.561058891
September-21-2023,singlefamily,40 Garden St,Cambridge,2138,3950000,5,4.5,Radcliffe,3915,3855,1994,NA,https://www.redfin.com/MA/Cambridge/40-Garden-St-02138/home/11586691,73146259,42.3794483,-71.1248221,0.808128498
June-30-2023,condo,15-19 Mount Vernon St #4,Cambridge,2140,1215000,2,2,Cambridge,1235,NA,1995,581,https://www.redfin.com/MA/Cambridge/15-19-Mount-Vernon-St-02140/unit-4/home/11578694,73121886,42.3875119,-71.1199432,1.550606545
May-19-2023,condo,2 Russell St Unit A,Cambridge,2140,698000,1,1,Cambridge,652,NA,1996,218,https://www.redfin.com/MA/Cambridge/2-Russell-St-02140/unit-A/home/185085051,73098158,42.3918609,-71.1235198,2.066488699
December-15-2022,townhouse,119 Garden St #119,Cambridge,2138,1450000,3,2.5,Cambridge,2049,NA,1997,460,https://www.redfin.com/MA/Cambridge/119-Garden-St-02138/unit-119/home/113234400,73054686,42.3844153,-71.1304144,1.526606727
March-1-2023,townhouse,11 Village St Unit D,Somerville,2143,1245000,2,1.5,Union Square,2086,NA,1997,680,https://www.redfin.com/MA/Somerville/11-Village-St-02143/unit-D/home/8719091,73071252,42.3808437,-71.1051003,1.398837774
April-27-2023,condo,8 Museum Way #1105,Cambridge,2141,976000,2,2,East Cambridge,983,NA,1998,1081,https://www.redfin.com/MA/Cambridge/8-Museum-Way-02141/unit-1105/home/184408274,73080598,42.3696712,-71.0717223,3.912714511
August-28-2023,condo,8 Museum Way #2106,Cambridge,2141,1150000,2,2,East Cambridge,1064,NA,1998,1527,https://www.redfin.com/MA/Cambridge/8-Museum-Way-02141/unit-2106/home/186138400,73137736,42.3696712,-71.0717223,3.912714511
July-17-2023,condo,8 Museum Way #908,Cambridge,2141,689000,1,1,East Cambridge,663,NA,1998,759,https://www.redfin.com/MA/Cambridge/8-Museum-Way-02141/unit-908/home/185570384,73117762,42.3696712,-71.0717223,3.912714511
October-31-2022,townhouse,247 River St #3,Cambridge,2139,1300000,3,2,Riverside,1323,NA,1999,466,https://www.redfin.com/MA/Cambridge/247-River-St-02139/unit-3/home/11601205,73044547,42.363128,-71.1120604,1.297961546
June-29-2023,townhouse,29 Weston #29,Somerville,2144,1460000,3,2.5,Somerville,2138,NA,2001,461,https://www.redfin.com/MA/Somerville/29-Weston-Ave-02144/unit-29/home/77511146,73122395,42.403049,-71.1292404,3.384643264
June-30-2023,townhouse,19 Weston Ave Unit B,Somerville,2144,1050500,2,2,Somerville,1549,NA,2001,375,https://www.redfin.com/MA/Somerville/19-Weston-Ave-02144/unit-B/home/8751885,73113663,42.4031911,-71.1295998,3.407404482
December-5-2022,townhouse,17 Hamlet St Unit A,Somerville,2143,910000,3,2.5,Prospect Hill,1298,NA,2002,NA,https://www.redfin.com/MA/Somerville/17-Hamlet-St-02143/unit-A/home/8751357,73050373,42.3840062,-71.0932597,2.412936989
November-30-2022,condo,411 Norfolk St Unit 1F,Somerville,2143,340000,1,1,Somerville,336,NA,2002,245,https://www.redfin.com/MA/Somerville/411-Norfolk-St-02143/unit-1F/home/8753858,73047127,42.3745426,-71.0956234,1.925316413
June-16-2023,townhouse,149 Fayerweather St Unit S,Cambridge,2138,1925000,3,2.5,West Cambridge,2496,NA,2003,154,https://www.redfin.com/MA/Cambridge/149-Fayerweather-St-02138/unit-S/home/11597467,73103500,42.3848736,-71.1358491,1.869397101
June-30-2023,townhouse,384 Washington St Unit E,Somerville,2143,1300000,3,3,Somerville,2008,NA,2003,535,https://www.redfin.com/MA/Somerville/384-Washington-St-02143/unit-E/home/11796003,73112645,42.3785883,-71.1047996,1.293083557
November-30-2022,condo,432 Norfolk St Unit 4H,Somerville,2143,912000,2,2,Somerville,1332,NA,2004,640,https://www.redfin.com/MA/Somerville/432-Norfolk-St-02143/unit-4H/home/8759365,73040447,42.3746871,-71.0950486,1.973437293
September-5-2023,townhouse,22 White Street Pl #1,Somerville,2144,1625000,3,3.5,Spring Hill,2916,NA,2004,370,https://www.redfin.com/MA/Somerville/22-White-Street-Pl-02144/unit-1/home/17034496,73129912,42.3885056,-71.1173017,1.665150101
December-9-2022,condo,27 Osgood St #1,Somerville,2143,950000,2,2,Somerville,1147,NA,2005,293,https://www.redfin.com/MA/Somerville/27-Osgood-St-02143/unit-1/home/12389789,73050498,42.3840513,-71.103027,1.754664207
July-24-2023,condo,773 Concord Ave #204,Cambridge,2138,840000,2,2,Cambridge,1455,NA,2005,688,https://www.redfin.com/MA/Cambridge/773-Concord-Ave-02138/unit-204/home/19003001,73121557,42.3909484,-71.1546076,3.507473393
March-29-2023,condo,27 Osgood St #5,Somerville,2143,965000,2,2,Somerville,1126,NA,2005,307,https://www.redfin.com/MA/Somerville/27-Osgood-St-02143/unit-5/home/12389699,73083098,42.3840513,-71.103027,1.754664207
March-6-2023,townhouse,42 Trowbridge St #2,Cambridge,2138,2600000,3,2.5,Harvard Square,3055,NA,2005,833,https://www.redfin.com/MA/Cambridge/42-Trowbridge-St-02138/unit-2/home/11604215,73076658,42.3720612,-71.1113254,0.653991993
August-31-2023,condo,29 Otis St Unit F208,Cambridge,2141,1215000,2,2,East Cambridge,1258,NA,2006,955,https://www.redfin.com/MA/Cambridge/29-Otis-St-02141/unit-F208/home/138053766,73138075,42.3697624,-71.078018,3.397389502
June-22-2023,townhouse,1328 Broadway #1,Somerville,2144,915000,2,2.5,Teele Square,2080,NA,2006,384,https://www.redfin.com/MA/Somerville/1328-Broadway-02144/unit-1/home/12389637,73110375,42.4059017,-71.1319937,3.751151437
May-24-2023,townhouse,34 Murdock St Unit A,Somerville,2144,1160000,3,3,Somerville,2528,NA,2006,201,https://www.redfin.com/MA/Somerville/34-Murdock-St-02145/unit-A/home/18863954,73097899,42.3955173,-71.1081739,2.597141177
November-28-2022,condo,29 Otis St #603,Cambridge,2141,1420000,2,2,East Cambridge,1184,NA,2006,1034,https://www.redfin.com/MA/Cambridge/29-Otis-St-02141/unit-603/home/12428005,73045291,42.3697624,-71.078018,3.397389502
October-28-2022,condo,135 Willow Ave #6,Somerville,2144,1000000,2,2,Davis Square,1136,NA,2006,500,https://www.redfin.com/MA/Somerville/135-Willow-Ave-02144/unit-6/home/18906834,73028827,42.3954113,-71.1156563,2.443539235
September-8-2023,condo,135 Willow Ave #3,Somerville,2144,925000,2,2,Somerville,1032,NA,2006,435,https://www.redfin.com/MA/Somerville/135-Willow-Ave-02144/unit-3/home/18906859,73149560,42.3954113,-71.1156563,2.443539235
April-28-2023,condo,29 Wheeler St #207,Cambridge,2138,612500,1,1,West Cambridge,658,NA,2007,333,https://www.redfin.com/MA/Cambridge/29-Wheeler-St-02138/unit-207/home/17488177,73086372,42.389871,-71.1444624,2.768473966
August-1-2023,condo,25 Wheeler #216,Cambridge,2138,655000,1,1,Cambridge Highlands,738,NA,2007,353,https://www.redfin.com/MA/Cambridge/25-Wheeler-St-02138/unit-216/home/28439671,73122957,42.3896164,-71.1444338,2.748227882
November-8-2022,condo,1188 Broadway #301,Somerville,2144,900000,2,2,Teele Square,1320,NA,2007,388,https://www.redfin.com/MA/Somerville/1188-Broadway-02144/unit-301/home/12421274,73040324,42.4035451,-71.1284247,3.422353596
August-10-2023,condo,30 Howard St #1,Somerville,2144,1547777,2,2,Davis Square,1687,NA,2008,734,https://www.redfin.com/MA/Somerville/30-Howard-St-02144/unit-1/home/39526904,73121633,42.397686,-71.1262797,2.747240376
August-7-2023,condo,80 Webster Ave Unit 4K,Somerville,2143,740000,2,1,Union Square,952,NA,2008,515,https://www.redfin.com/MA/Somerville/80-Webster-Ave-02143/unit-4K/home/18980754,73124514,42.3752307,-71.09477,2.00087788
November-16-2022,condo,2 Earhart St #707,Cambridge,2141,760000,1,1,East Cambridge,747,NA,2008,595,https://www.redfin.com/MA/Cambridge/2-Earhart-St-02141/unit-707/home/28439484,73037483,42.370957,-71.0736869,3.738181005
December-15-2022,townhouse,221 Beacon St #7,Somerville,2143,1200000,3,2.5,Somerville,1729,NA,2009,555,https://www.redfin.com/MA/Somerville/221-Beacon-St-02143/unit-7/home/25663327,73054851,42.3815194,-71.1098404,1.159544735
May-2-2023,condo,45 Endicott Ave #3,Somerville,2144,905000,2,2,Teele Square,1387,NA,2009,383,https://www.redfin.com/MA/Somerville/45-Endicott-Ave-02144/unit-3/home/21656484,73087684,42.4032028,-71.1308044,3.435320802
