date,type,address,city,zip,price,beds,baths,neighborhood,sqft,lotsize,year,hoa,url,mls,latitude,longitude,dist
October-24-2022,townhouse,221 Beacon St #5,Somerville,2143,1260000,3,2.5,Somerville,1762,NA,2009,640,https://www.redfin.com/MA/Somerville/221-Beacon-St-02143/unit-5/home/21940757,73037226,42.3815194,-71.1098404,1.159544735
September-7-2023,townhouse,221 Beacon St #3,Somerville,2143,1252000,3,2.5,Somerville,1712,NA,2009,590,https://www.redfin.com/MA/Somerville/221-Beacon-St-02143/unit-3/home/39526934,73144215,42.3815194,-71.1098404,1.159544735
January-25-2023,singlefamily,11 Hemlock Rd,Cambridge,2138,6850000,4,3.5,Cambridge,4647,7000,2010,NA,https://www.redfin.com/MA/Cambridge/11-Hemlock-Rd-02138/home/182484128,73051872,42.3803143,-71.1332702,1.391319218
July-31-2023,townhouse,12 Colby St #12,Belmont,2478,1110000,3,2.5,Belmont,1650,NA,2012,100,https://www.redfin.com/MA/Belmont/12-Colby-St-02478/unit-12/home/55163518,73125060,42.3922881,-71.1585514,3.860643193
June-23-2023,condo,3 Brattle Cir #3,Cambridge,2138,1975000,3,3.5,West Cambridge,1798,NA,2012,584,https://www.redfin.com/MA/Cambridge/3-Brattle-Cir-02138/unit-3/home/44210698,73109673,42.3755049,-71.141263,1.843099388
May-5-2023,townhouse,5 Brattle Cir #5,Cambridge,2138,1830000,3,2.5,West Cambridge,1635,NA,2012,468,https://www.redfin.com/MA/Cambridge/5-Brattle-Cir-02138/unit-5/home/55737160,73090510,42.3756092,-71.1412259,1.841441298
April-28-2023,townhouse,6 Beacon St #2,Somerville,2143,1300000,2,2.5,Somerville,1902,NA,2013,288,https://www.redfin.com/MA/Somerville/6-Beacon-St-02143/unit-2/home/54520321,73095349,42.374459,-71.102178,1.38671671
May-8-2023,singlefamily,475 Concord Ave,Cambridge,2138,1040000,3,2.5,Middle One in Three attached Single Family Home,2036,1080,2013,NA,https://www.redfin.com/MA/Cambridge/475-Concord-Ave-02138/home/86088043,73083878,42.3867031,-71.1400936,2.266323029
March-30-2023,condo,18 White St #7,Cambridge,2140,1240000,2,2,Porter Square,1046,NA,2014,572,https://www.redfin.com/MA/Cambridge/18-White-St-02140/unit-7/home/56271881,73081080,42.3887963,-71.1181373,1.693131138
May-3-2023,townhouse,18 Whittemore Ave #18,Cambridge,2140,1375000,3,3.5,North Cambridge,1799,NA,2014,160,https://www.redfin.com/MA/Cambridge/18-Whittemore-Ave-02140/unit-18/home/58399713,73087658,42.3984019,-71.1352137,3.065944036
December-9-2022,townhouse,10 Beech St #3,Somerville,2143,1590000,3,2.5,Somerville,2127,NA,2015,241,https://www.redfin.com/MA/Somerville/10-Beech-St-02143/unit-3/home/79016841,73036292,42.3840064,-71.1079409,1.472754824
June-29-2023,condo,593 Somerville Ave #5,Somerville,2143,944777,2,2,Somerville,981,NA,2015,286,https://www.redfin.com/MA/Somerville/593-Somerville-Ave-02143/unit-5/home/101909853,73112767,42.3840183,-71.1090387,1.419870798
September-21-2023,condo,1975 Massachusetts Ave #302,Cambridge,2140,815000,1,1,Porter Square,686,NA,2015,388,https://www.redfin.com/MA/Cambridge/1975-Massachusetts-Ave-02140/unit-302/home/108230845,73151594,42.3902243,-71.120629,1.855450012
August-15-2023,condo,593 Somerville Ave #6,Somerville,2143,870000,2,2,Spring Hill,981,NA,2016,290,https://www.redfin.com/MA/Somerville/593-Somerville-Ave-02143/unit-6/home/101909855,73128266,42.3840183,-71.1090387,1.419870798
May-18-2023,condo,197 Washington St #310,Somerville,2143,980000,2,2,Union Square,1183,NA,2016,616,https://www.redfin.com/MA/Somerville/197-Washington-St-02143/unit-310/home/103923613,73093023,42.3799733,-71.0915743,2.364307647
August-16-2023,condo,375 Canal St #915,Somerville,2145,1100000,2,2,Assembly Square,1004,NA,2018,912,https://www.redfin.com/MA/Somerville/375-Canal-St-02145/unit-915/home/145655602,73139136,42.3940306,-71.0795269,3.963222402
June-2-2023,condo,353 Summer St #212,Somerville,2144,1175000,2,2,Somerville,1094,NA,2018,671,https://www.redfin.com/MA/Somerville/353-Summer-St-02144/unit-212/home/160454784,73085526,42.3940402,-71.1196277,2.275977953
June-20-2023,condo,375 Canal St (assembly Row) #1008,Somerville,2145,750000,1,1,Assembly Square,713,NA,2018,706,https://www.redfin.com/MA/Somerville/375-Canal-St-02145/unit-1008/home/185177437,73101101,42.3940306,-71.0795269,3.963222402
May-5-2023,condo,35 Moreland St Unit A,Somerville,2145,1030000,3,3,Somerville,2037,NA,2019,200,https://www.redfin.com/MA/Somerville/35-Moreland-St-02145/unit-A/home/184720037,73088169,42.3971478,-71.0974795,3.162668797
April-14-2023,townhouse,81-83 Alpine St #2,Somerville,2144,1377000,3,3,Somerville,1805,NA,2020,112,https://www.redfin.com/MA/Somerville/81-Alpine-St-02144/unit-2/home/174296407,73084732,42.3924514,-71.1078375,2.290475871
November-29-2022,condo,305 Webster Ave #409,Cambridge,2141,910000,2,2,Inman Square,919,NA,2020,211,https://www.redfin.com/MA/Cambridge/305-Webster-Ave-02141/unit-409/home/167152143,73053584,42.3735688,-71.0943227,2.029441185
April-7-2023,condo,7 Beech #309,Cambridge,2140,916860,1,1,Porter Square,740,NA,2021,483,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-309/home/183841985,73071727,42.3909669,-71.12069,1.93826246
December-22-2022,condo,7 Beech #215,Cambridge,2140,1374000,2,2,Porter Square,1145,NA,2021,693,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-215/home/179789852,73041909,42.3909669,-71.12069,1.93826246
January-24-2023,condo,7 Beech #302,Cambridge,2140,1310000,2,1.5,Porter Square,1049,NA,2021,643,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-302/home/183120274,73062247,42.3909669,-71.12069,1.93826246
June-5-2023,condo,7 Beech #214,Cambridge,2140,990000,1,1,Porter Square,860,NA,2021,445,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-214/home/179790173,73108451,42.3909669,-71.12069,1.93826246
March-29-2023,condo,7 Beech #316,Cambridge,2140,2200000,2,3,Porter Square,1798,NA,2021,1080,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-316/home/177630567,73075835,42.3909669,-71.12069,1.93826246
March-30-2023,condo,165 Cedar St #4,Somerville,2145,1150000,3,2.5,Somerville,1947,NA,2021,217,https://www.redfin.com/MA/Somerville/165-Cedar-St-02145/unit-4/home/176159885,73082477,42.3941259,-71.1107422,2.383686679
March-6-2023,condo,7 Beech #103,Cambridge,2140,1650000,2,2,Porter Square,1280,NA,2021,790,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-103/home/184157196,73076834,42.3909669,-71.12069,1.93826246
March-7-2023,condo,7 Beech #101,Cambridge,2140,1185000,1,1,Porter Square,909,NA,2021,586,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-101/home/175608120,73038172,42.3909669,-71.12069,1.93826246
March-9-2023,condo,7 Beech #216,Cambridge,2140,2200000,2,3,Porter Square,1798,NA,2021,1120,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-216/home/177866454,73076067,42.3909669,-71.12069,1.93826246
May-31-2023,condo,2 Morrison Ave Unit A,Somerville,2144,1150000,3,2,Somerville,1461,NA,2021,152,https://www.redfin.com/MA/Somerville/2-Morrison-Ave-02144/unit-A/home/185157686,73100494,42.3943595,-71.1110454,2.401715645
May-31-2023,townhouse,11 Fiske Ave Unit 11R,Somerville,2145,1085000,3,3,Magoun Square,1916,NA,2021,164,https://www.redfin.com/MA/Somerville/11-Fiske-Ave-02145/unit-11R/home/174128857,73093096,42.3964257,-71.1043092,2.813452835
October-21-2022,condo,13 Alpine St #401,Somerville,2144,2295000,3,2.5,Somerville,2258,NA,2021,749,https://www.redfin.com/MA/Somerville/13-Alpine-St-02144/unit-401/home/181749979,73035723,42.3934685,-71.1108259,2.311621578
October-6-2022,condo,7 Beech #202,Cambridge,2140,1300000,2,1.5,Porter Square,1049,NA,2021,633,https://www.redfin.com/MA/Cambridge/7-Beech-St-02140/unit-202/home/181436524,73031918,42.3909669,-71.12069,1.93826246
April-19-2023,condo,66A Newbury St Unit A,Somerville,2144,1225000,3,2.5,Davis Square,1918,NA,2022,100,https://www.redfin.com/MA/Somerville/66-Newbury-St-02144/unit-A/home/184649468,73085269,42.4008703,-71.1294576,3.155137016
February-15-2023,condo,17 College Hill Rd #1,Somerville,2144,1149000,4,3,Somerville,2316,NA,2022,200,https://www.redfin.com/MA/Somerville/17-College-Hill-Rd-02144/unit-1/home/180003204,73067502,42.4087683,-71.1282076,3.987435833
January-27-2023,condo,12 Arnold Cir #6,Cambridge,2139,840000,2,2,Central Square,788,NA,2022,334,https://www.redfin.com/MA/Cambridge/12-Arnold-Cir-02139/unit-6/home/182489350,73071188,42.3685443,-71.1077389,1.083732346
June-7-2023,condo,1252 Broadway #4,Somerville,2144,785000,2,2,Somerville,848,NA,2022,170,https://www.redfin.com/MA/Somerville/1252-Broadway-02144/unit-4/home/184881952,73092966,42.4048465,-71.1301691,3.597522635
May-25-2023,multifamily,19 - 21 Woodbine,Somerville,2143,2950000,7,7,Somerville,4500,5727,2022,NA,https://www.redfin.com/MA/Somerville/19-Woodbine-St-02143/home/8710308,73098846,42.3915662,-71.1053739,2.292451196
November-10-2022,condo,60 Cross St E #110,Somerville,2145,586500,1,1,East Somerville,684,NA,2022,186,https://www.redfin.com/MA/Somerville/60-Cross-St-E-02145/unit-110/home/180596495,73015155,42.3903744,-71.0845527,3.392658082
November-29-2022,condo,16A Evergreen Ave Unit 16A,Somerville,2145,1150000,3,2,Winter Hill,1700,NA,2022,170,https://www.redfin.com/MA/Somerville/16-Evergreen-Ave-02145/unit-16A/home/182165254,73045332,42.3911307,-71.0952928,2.758349045
November-3-2022,townhouse,25 Tremont St #1,Cambridge,2139,2075000,3,3.5,Inman Square,1853,NA,2022,450,https://www.redfin.com/MA/Cambridge/25-Tremont-St-02139/unit-1/home/181391392,73031125,42.3701611,-71.0992393,1.669624824
October-12-2022,townhouse,27 Tremont St #1,Cambridge,2139,2812500,4,4.5,Inman Square,2542,NA,2022,500,https://www.redfin.com/MA/Cambridge/27-Tremont-St-02139/unit-1/home/181655118,73034900,42.3701937,-71.0992784,1.665664718
October-18-2022,condo,60 Cross St E #206,Somerville,2145,585000,1,1,East Somerville,678,NA,2022,250,https://www.redfin.com/MA/Somerville/60-Cross-St-E-02145/unit-206/home/178656152,72953643,42.3903382,-71.0845338,3.391740937
October-20-2022,condo,109 Prospect #202,Somerville,2143,755000,1,1,Somerville,742,NA,2022,200,https://www.redfin.com/MA/Somerville/109-Prospect-St-02143/unit-202/home/180093879,73003654,42.375064,-71.097433,1.781100597
September-18-2023,condo,395 Alewife Brook Pkwy Unit 2B,Somerville,2144,537000,1,1,Somerville,818,NA,2022,225,https://www.redfin.com/MA/Somerville/395-Alewife-Brook-Pkwy-02144/unit-2B/home/179236550,73044016,42.4140204,-71.1308796,4.604351791
April-14-2023,townhouse,108 Gilman #1,Somerville,2145,680000,2,1.5,Winter Hill,800,NA,2023,135,https://www.redfin.com/MA/Somerville/108-Gilman-St-02145/unit-1/home/183856414,73083271,42.3865041,-71.0933455,2.552218092
July-20-2023,condo,124 Highland Ave #303,Somerville,2143,780000,1,1,Spring Hill,668,NA,2023,340,https://www.redfin.com/MA/Somerville/124-Highland-Ave-02143/unit-303/home/181463818,73119990,42.3872923,-71.1010856,2.11973525
July-21-2023,condo,124 Highland Ave #102,Somerville,2143,860000,2,1,Spring Hill,915,NA,2023,360,https://www.redfin.com/MA/Somerville/124-Highland-Ave-02143/unit-102/home/185533101,73116451,42.3872923,-71.1010856,2.11973525
June-12-2023,condo,116 Holworthy St #116,Cambridge,2138,2975000,4,3.5,Cambridge,2696,NA,2023,100,https://www.redfin.com/MA/Cambridge/116-Holworthy-St-02138/unit-116/home/184953328,73095439,42.3777185,-71.1510195,2.672781718
June-30-2023,singlefamily,22 Harvard St,Somerville,2143,2800000,5,5.5,Spring Hill,3349,3015,2023,NA,https://www.redfin.com/MA/Somerville/22-Harvard-St-02143/home/8712129,73120729,42.3857888,-71.1075292,1.652506224
June-30-2023,townhouse,56 Alpine St #3,Somerville,2144,1770000,3,3,Somerville,2739,NA,2023,300,https://www.redfin.com/MA/Somerville/56-Alpine-St-02144/unit-3/home/185274278,73105025,42.3929232,-71.1086139,2.314378242
March-21-2023,townhouse,21 Sunset Rd #21,Cambridge,2138,1575000,3,3.5,Cambridge Highlands,1906,NA,2023,300,https://www.redfin.com/MA/Cambridge/21-Sunset-Rd-02138/unit-21/home/184075768,73075110,42.3923812,-71.1570377,3.762139528
May-26-2023,condo,195 Morrison Ave #2,Somerville,2144,1130000,2,2,Somerville,1287,NA,2023,150,https://www.redfin.com/MA/Somerville/195-Morrison-Ave-02144/unit-2/home/184800118,73090925,42.3973607,-71.1193965,2.645229935
September-1-2023,singlefamily,12 Fayette St,Cambridge,2139,4100000,4,3.5,Mid Cambridge,3444,8768,2023,NA,https://www.redfin.com/MA/Cambridge/12-Fayette-St-02139/home/11564215,73127942,42.3715284,-71.1038487,1.267209142
September-13-2023,condo,145 Willow #3,Cambridge,2141,1325000,2,2,Cambridge,1050,NA,2023,NA,https://www.redfin.com/MA/Cambridge/145-Willow-St-02141/unit-3/home/185359769,73108630,42.3734321,-71.0914831,2.263043923
September-20-2023,condo,97 Elmwood St #201,Cambridge,2140,555000,0,1,Cambridge,406,NA,2023,217,https://www.redfin.com/MA/Cambridge/97-Elmwood-St-02140/unit-201/home/187496728,73162011,42.3980867,-71.1286186,2.838259597
September-21-2023,condo,97 Elmwood St #106,Cambridge,2140,1235000,2,2,Cambridge,946,NA,2023,548,https://www.redfin.com/MA/Cambridge/97-Elmwood-ST-02140/unit-106/home/186136650,73137536,42.398087,-71.128619,2.838300834
September-7-2023,condo,124 Highland Ave #205,Somerville,2143,1140000,2,2,Spring Hill,1320,NA,2023,490,https://www.redfin.com/MA/Somerville/124-Highland-Ave-02143/unit-205/home/182388438,73142265,42.3872923,-71.1010856,2.11973525
June-2-2023,condo,24 Parker St #1,Boston,2129,1050000,3,2.5,Charlestown,2075,NA,2024,246,https://www.redfin.com/MA/Charlestown/24-Parker-St-02129/unit-1/home/185096606,73098759,42.3830245,-71.0789102,3.459610311
June-5-2023,condo,121A Hudson St Unit 121A,Somerville,2143,1275000,3,3,Somerville,2179,NA,1910,150,https://www.redfin.com/MA/Somerville/121-Hudson-St-02144/unit-121A/home/185426869,73111498,42.3915714,-71.1089458,2.164659428
