page_views,fpl_points,age,page_views^2,page_views fpl_points,page_views age,fpl_points^2,fpl_points age,age^2,position_cat_2,position_cat_3,position_cat_4,new_signing_1,big_club_1,region_2,region_3,region_4
-0.3788674674828094,-0.7055165565112216,-0.6892537158262982,0.1435405579168376,0.2672972710325989,0.2611358097682256,0.4977536115114517,0.486279908152334,0.4750706847803594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6498064385792066,-0.7829371895203552,-0.6892537158262982,0.4222484076189922,0.5087576267534353,0.4478815023585714,0.6129906427340326,0.5396423671355035,0.4750706847803594,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.0904485627672898,0.533213571634916,0.0747383547281531,0.0081809425066683,-0.0482284012023914,-0.0067599767687533,0.2843167129756637,0.0398515050627158,0.0055858216674712,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5584939728426294,1.6364575920150697,-0.4345896923081478,0.3119155177015436,0.9139517019529788,-0.2427157238136333,2.6779934504637604,-0.7111876013891616,0.1888682006604906,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.2711675639783049,2.352598447349556,-0.4345896923081478,0.073531847753928,0.6379483899869214,-0.1178466281932815,5.53471945447154,-1.0224150353582695,0.1888682006604906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1756632391605115,-1.0926197215568896,-0.1799256687899973,0.030857573592363,0.1919331194593393,0.0316063257877722,1.193817855935055,0.196590334134264,0.0323732462895278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5224416097531894,-1.0926197215568896,-1.9625738334170504,0.2729452356015038,-0.570830006178263,-1.0253302327898917,1.193817855935055,2.144346875402975,3.851696051613297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0281762992491662,-0.8022923477726386,-1.1985817628625992,0.0007939038393785,0.022605629276158,0.0337715984250098,0.6436730112945325,0.9616129765245026,1.436598242266816,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.2608779155537332,-0.9377784555386224,-1.1985817628625992,0.0680572868236607,0.2446456887321151,0.3126835119163139,0.8794284316724039,1.1240041544140476,1.436598242266816,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
-0.6978762560317933,-0.8603578225294888,-1.4532457863807495,0.487031268732953,0.6004232960345457,1.0141857284933768,0.7402155827876833,1.2503113803706964,2.111923315633404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.462989648024836,-0.9764887720431892,-0.4345896923081478,0.2143594141781615,0.4521041928684804,0.2012105286769711,0.9535303219264156,0.4243719549846106,0.1888682006604906,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.6021874142723176,2.2945329725927053,0.5840664017644541,12.975754167541885,8.26533779550629,2.1039166415352355,5.264881562315116,1.3401596170321182,0.3411335616700767,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
